season,team,conference,stat_name,stat_value
2021,Middle Tennessee,Conference USA,rushingAttempts,457
2021,Eastern Michigan,Mid-American,sacks,24
2021,Arizona State,Pac-12,possessionTime,22955
2021,UNLV,Mountain West,thirdDownConversions,57
2021,South Carolina,SEC,penalties,76
2021,Memphis,American Athletic,interceptionTDs,0
2021,Florida,SEC,kickReturnTDs,0
2021,NC State,ACC,thirdDowns,170
2021,Notre Dame,FBS Independents,interceptionTDs,3
2021,BYU,FBS Independents,fourthDownConversions,16
2021,Bowling Green,Mid-American,puntReturns,23
2021,Virginia,ACC,passAttempts,554
2021,Baylor,Big 12,tacklesForLoss,103
2021,Ole Miss,SEC,rushingAttempts,588
2021,USC,Pac-12,thirdDownConversions,80
2021,Akron,Mid-American,turnovers,17
2021,Texas A&M,SEC,thirdDownConversions,58
2021,Michigan State,Big Ten,thirdDownConversions,72
2021,Syracuse,ACC,passAttempts,287
2021,Alabama,SEC,passCompletions,380
2021,Southern Mississippi,Conference USA,passCompletions,160
2021,South Florida,American Athletic,netPassingYards,2309
2021,West Virginia,Big 12,fumblesLost,8
2021,Liberty,FBS Independents,games,13
2021,South Alabama,Sun Belt,firstDowns,228
2021,Louisiana Monroe,Sun Belt,interceptionTDs,1
2021,Boise State,Mountain West,puntReturnYards,238
2021,Western Kentucky,Conference USA,rushingYards,1435
2021,Arkansas State,Sun Belt,passesIntercepted,9
2021,Kansas State,Big 12,rushingAttempts,436
2021,Pittsburgh,ACC,tacklesForLoss,113
2021,Toledo,Mid-American,fourthDowns,23
2021,Clemson,ACC,passesIntercepted,12
2021,Auburn,SEC,passCompletions,267
2021,Northern Illinois,Mid-American,kickReturnYards,748
2021,Oregon State,Pac-12,sacks,20
2021,Kentucky,SEC,netPassingYards,2933
2021,UT San Antonio,Conference USA,kickReturns,11
2021,Miami,ACC,kickReturns,19
2021,UMass,FBS Independents,turnovers,20
2021,Virginia,ACC,firstDowns,318
2021,North Carolina,ACC,rushingAttempts,513
2021,Minnesota,Big Ten,passAttempts,256
2021,Oregon,Pac-12,puntReturnTDs,0
2021,Northern Illinois,Mid-American,puntReturnTDs,0
2021,Clemson,ACC,rushingAttempts,488
2021,Michigan State,Big Ten,fourthDowns,20
2021,Tulane,American Athletic,penalties,72
2021,Texas Tech,Big 12,interceptionTDs,2
2021,Texas State,Sun Belt,rushingAttempts,443
2021,Western Michigan,Mid-American,firstDowns,322
2021,Rutgers,Big Ten,thirdDownConversions,61
2021,Washington,Pac-12,kickReturnYards,491
2021,South Carolina,SEC,tacklesForLoss,63
2021,Coastal Carolina,Sun Belt,kickReturnYards,542
2021,Georgia Tech,ACC,fourthDowns,23
2021,TCU,Big 12,kickReturnYards,804
2021,Kent State,Mid-American,puntReturnYards,82
2021,USC,Pac-12,interceptionTDs,1
2021,UT San Antonio,Conference USA,thirdDowns,197
2021,Oklahoma,Big 12,thirdDowns,148
2021,New Mexico,Mountain West,fumblesLost,12
2021,Northern Illinois,Mid-American,sacks,19
2021,Buffalo,Mid-American,passesIntercepted,3
2021,Stanford,Pac-12,fourthDownConversions,9
2021,Louisiana Tech,Conference USA,puntReturns,22
2021,Clemson,ACC,games,13
2021,Louisiana,Sun Belt,kickReturnYards,608
2021,Alabama,SEC,rushingYards,2250
2021,Washington State,Pac-12,passCompletions,281
2021,Oklahoma,Big 12,kickReturns,13
2021,Georgia Southern,Sun Belt,passesIntercepted,5
2021,Penn State,Big Ten,netPassingYards,3491
2021,Arkansas State,Sun Belt,rushingYards,975
2021,UMass,FBS Independents,tacklesForLoss,46
2021,Buffalo,Mid-American,firstDowns,285
2021,Ohio,Mid-American,puntReturnTDs,0
2021,Florida Atlantic,Conference USA,rushingTDs,18
2021,Rutgers,Big Ten,passingTDs,9
2021,Missouri,SEC,thirdDownConversions,84
2021,Georgia Southern,Sun Belt,thirdDownConversions,61
2021,Utah,Pac-12,tacklesForLoss,98
2021,Coastal Carolina,Sun Belt,puntReturnTDs,3
2021,Iowa State,Big 12,kickReturns,22
2021,TCU,Big 12,totalYards,5168
2021,Florida Atlantic,Conference USA,netPassingYards,2982
2021,Illinois,Big Ten,rushingAttempts,468
2021,Tulsa,American Athletic,interceptionYards,115
2021,Colorado State,Mountain West,passingTDs,15
2021,Penn State,Big Ten,rushingTDs,11
2021,Louisiana Monroe,Sun Belt,puntReturnYards,20
2021,Michigan State,Big Ten,possessionTime,22213
2021,Eastern Michigan,Mid-American,penalties,50
2021,Virginia Tech,ACC,turnovers,12
2021,Appalachian State,Sun Belt,passingTDs,29
2021,Oklahoma State,Big 12,interceptions,13
2021,Boise State,Mountain West,turnovers,15
2021,Arkansas,SEC,totalYards,5742
2021,Utah,Pac-12,thirdDownConversions,82
2021,Arizona State,Pac-12,rushingAttempts,495
2021,Charlotte,Conference USA,kickReturnTDs,0
2021,Wake Forest,ACC,rushingTDs,31
2021,Colorado State,Mountain West,thirdDowns,202
2021,SMU,American Athletic,sacks,27
2021,Missouri,SEC,fourthDowns,19
2021,Ole Miss,SEC,interceptionYards,100
2021,UAB,Conference USA,kickReturns,24
2021,Nebraska,Big Ten,puntReturnTDs,0
2021,Ole Miss,SEC,totalYards,6402
2021,Old Dominion,Conference USA,netPassingYards,2792
2021,UNLV,Mountain West,rushingTDs,18
2021,Army,FBS Independents,puntReturnTDs,0
2021,Washington State,Pac-12,games,13
2021,Northern Illinois,Mid-American,totalYards,6004
2021,Michigan,Big Ten,kickReturns,27
2021,Oklahoma,Big 12,puntReturnYards,69
2021,Ball State,Mid-American,passCompletions,267
2021,New Mexico State,FBS Independents,sacks,19
2021,Florida Atlantic,Conference USA,passingTDs,20
2021,Utah State,Mountain West,interceptionTDs,0
2021,Kansas State,Big 12,puntReturnTDs,1
2021,Notre Dame,FBS Independents,passCompletions,289
2021,Georgia Tech,ACC,puntReturns,17
2021,Duke,ACC,penalties,78
2021,East Carolina,American Athletic,penaltyYards,591
2021,Cincinnati,American Athletic,games,14
2021,Kentucky,SEC,interceptions,13
2021,Kansas State,Big 12,kickReturns,27
2021,Charlotte,Conference USA,interceptionYards,44
2021,Minnesota,Big Ten,passCompletions,152
2021,Florida Atlantic,Conference USA,games,12
2021,Oregon,Pac-12,passingTDs,20
2021,North Texas,Conference USA,fourthDowns,39
2021,Wake Forest,ACC,fumblesRecovered,16
2021,Arizona State,Pac-12,rushingTDs,34
2021,Georgia Tech,ACC,fumblesLost,5
2021,Georgia Southern,Sun Belt,possessionTime,22129
2021,BYU,FBS Independents,totalYards,5890
2021,TCU,Big 12,thirdDownConversions,76
2021,Virginia Tech,ACC,interceptionTDs,1
2021,SMU,American Athletic,passAttempts,468
2021,Pittsburgh,ACC,fumblesRecovered,10
2021,Florida Atlantic,Conference USA,interceptions,8
2021,Syracuse,ACC,sacks,37
2021,Virginia Tech,ACC,fumblesLost,7
2021,Oregon,Pac-12,totalYards,5931
2021,Washington State,Pac-12,sacks,21
2021,Texas Tech,Big 12,kickReturnYards,368
2021,Cincinnati,American Athletic,tacklesForLoss,102
2021,UTEP,Conference USA,passAttempts,366
2021,SMU,American Athletic,kickReturnYards,956
2021,Georgia,SEC,thirdDowns,172
2021,Penn State,Big Ten,totalYards,4893
2021,Louisiana,Sun Belt,fumblesRecovered,17
2021,Northern Illinois,Mid-American,possessionTime,28145
2021,Cincinnati,American Athletic,kickReturnTDs,1
2021,Stanford,Pac-12,kickReturnTDs,0
2021,Utah,Pac-12,passesIntercepted,10
2021,Akron,Mid-American,fumblesRecovered,6
2021,Nevada,Mountain West,turnovers,11
2021,Georgia State,Sun Belt,puntReturnTDs,0
2021,Texas,Big 12,passesIntercepted,7
2021,Duke,ACC,rushingAttempts,524
2021,Texas A&M,SEC,passAttempts,370
2021,Florida Atlantic,Conference USA,passCompletions,230
2021,Pittsburgh,ACC,puntReturnYards,278
2021,Arkansas State,Sun Belt,penaltyYards,552
2021,Michigan State,Big Ten,thirdDowns,180
2021,Kentucky,SEC,passAttempts,366
2021,South Carolina,SEC,rushingAttempts,467
2021,Texas,Big 12,interceptionTDs,1
2021,Arizona State,Pac-12,thirdDownConversions,67
2021,Buffalo,Mid-American,rushingAttempts,539
2021,Stanford,Pac-12,fourthDowns,15
2021,Georgia,SEC,kickReturnYards,322
2021,Clemson,ACC,passCompletions,228
2021,Georgia Tech,ACC,rushingAttempts,444
2021,Louisiana,Sun Belt,turnovers,8
2021,Miami (OH),Mid-American,passingTDs,32
2021,Illinois,Big Ten,puntReturns,16
2021,Boise State,Mountain West,kickReturnYards,484
2021,Bowling Green,Mid-American,netPassingYards,2578
2021,Mississippi State,SEC,rushingAttempts,270
2021,Charlotte,Conference USA,passAttempts,394
2021,Oregon,Pac-12,passCompletions,259
2021,UCF,American Athletic,turnovers,15
2021,Houston,American Athletic,tacklesForLoss,99
2021,Mississippi State,SEC,sacks,28
2021,Southern Mississippi,Conference USA,rushingYards,1449
2021,North Texas,Conference USA,tacklesForLoss,88
2021,BYU,FBS Independents,passesIntercepted,15
2021,California,Pac-12,kickReturnTDs,1
2021,Iowa,Big Ten,interceptions,11
2021,Kansas,Big 12,rushingTDs,15
2021,Fresno State,Mountain West,sacks,30
2021,Arkansas,SEC,possessionTime,23010
2021,Arizona State,Pac-12,penaltyYards,1015
2021,Stanford,Pac-12,fumblesLost,7
2021,Oklahoma State,Big 12,puntReturnYards,68
2021,Michigan State,Big Ten,totalYards,5581
2021,Utah State,Mountain West,passesIntercepted,12
2021,Bowling Green,Mid-American,totalYards,3806
2021,Charlotte,Conference USA,puntReturns,8
2021,Washington,Pac-12,firstDowns,216
2021,Western Michigan,Mid-American,penalties,89
2021,Tulsa,American Athletic,interceptions,16
2021,New Mexico,Mountain West,puntReturns,16
2021,Wake Forest,ACC,rushingYards,2247
2021,Georgia State,Sun Belt,possessionTime,22125
2021,Louisiana Tech,Conference USA,kickReturnTDs,0
2021,Connecticut,FBS Independents,turnovers,22
2021,Southern Mississippi,Conference USA,thirdDownConversions,48
2021,Miami (OH),Mid-American,firstDowns,279
2021,Pittsburgh,ACC,fumblesLost,7
2021,UT San Antonio,Conference USA,passCompletions,289
2021,Arkansas State,Sun Belt,fourthDownConversions,5
2021,Troy,Sun Belt,puntReturns,8
2021,UCLA,Pac-12,penaltyYards,774
2021,Air Force,Mountain West,fumblesLost,6
2021,USC,Pac-12,penaltyYards,895
2021,Western Michigan,Mid-American,passingTDs,23
2021,Ball State,Mid-American,puntReturnTDs,0
2021,Syracuse,ACC,kickReturnYards,752
2021,Temple,American Athletic,rushingTDs,12
2021,Michigan State,Big Ten,firstDowns,271
2021,Old Dominion,Conference USA,possessionTime,22499
2021,California,Pac-12,penaltyYards,694
2021,Boston College,ACC,rushingTDs,21
2021,Florida,SEC,firstDowns,291
2021,Boston College,ACC,puntReturns,16
2021,Boise State,Mountain West,passAttempts,410
2021,Hawai'i,Mountain West,kickReturns,33
2021,Akron,Mid-American,interceptionTDs,1
2021,San José State,Mountain West,interceptionYards,99
2021,Old Dominion,Conference USA,puntReturns,28
2021,New Mexico State,FBS Independents,interceptionYards,102
2021,Air Force,Mountain West,rushingAttempts,836
2021,UAB,Conference USA,passingTDs,20
2021,Oklahoma,Big 12,penalties,87
2021,Wyoming,Mountain West,puntReturns,12
2021,Georgia,SEC,firstDowns,339
2021,Western Michigan,Mid-American,thirdDownConversions,84
2021,Oklahoma,Big 12,passingTDs,32
2021,NC State,ACC,netPassingYards,3461
2021,Arizona State,Pac-12,kickReturnYards,681
2021,Wake Forest,ACC,totalYards,6550
2021,Virginia,ACC,sacks,19
2021,Troy,Sun Belt,fumblesLost,11
2021,Nevada,Mountain West,interceptionYards,219
2021,New Mexico,Mountain West,sacks,25
2021,UTEP,Conference USA,passingTDs,19
2021,Fresno State,Mountain West,interceptions,10
2021,Tulane,American Athletic,passesIntercepted,10
2021,Central Michigan,Mid-American,passesIntercepted,5
2021,San José State,Mountain West,rushingYards,1446
2021,East Carolina,American Athletic,tacklesForLoss,73
2021,Colorado State,Mountain West,puntReturnYards,166
2021,Iowa,Big Ten,possessionTime,25271
2021,Akron,Mid-American,puntReturns,9
2021,Arizona State,Pac-12,interceptionYards,229
2021,Syracuse,ACC,turnovers,12
2021,Louisiana Tech,Conference USA,fourthDownConversions,8
2021,Tulane,American Athletic,rushingYards,1979
2021,Washington,Pac-12,rushingYards,1181
2021,SMU,American Athletic,fumblesRecovered,5
2021,Maryland,Big Ten,kickReturnYards,460
2021,TCU,Big 12,sacks,15
2021,Texas Tech,Big 12,passAttempts,388
2021,Eastern Michigan,Mid-American,passCompletions,309
2021,New Mexico,Mountain West,puntReturnTDs,1
2021,Texas Tech,Big 12,sacks,20
2021,Marshall,Conference USA,games,13
2021,Northwestern,Big Ten,thirdDownConversions,64
2021,Old Dominion,Conference USA,passesIntercepted,7
2021,Oregon,Pac-12,kickReturnTDs,0
2021,Wisconsin,Big Ten,interceptions,13
2021,Eastern Michigan,Mid-American,thirdDowns,175
2021,Liberty,FBS Independents,puntReturns,27
2021,San José State,Mountain West,kickReturns,36
2021,Bowling Green,Mid-American,fourthDowns,18
2021,Arkansas State,Sun Belt,penalties,67
2021,Rice,Conference USA,thirdDowns,176
2021,USC,Pac-12,passAttempts,500
2021,Ohio,Mid-American,fourthDownConversions,11
2021,Northwestern,Big Ten,kickReturnTDs,0
2021,Duke,ACC,puntReturnTDs,0
2021,Arkansas,SEC,firstDowns,284
2021,Nebraska,Big Ten,rushingAttempts,490
2021,Nebraska,Big Ten,passesIntercepted,10
2021,Northern Illinois,Mid-American,interceptionYards,83
2021,Middle Tennessee,Conference USA,kickReturnTDs,0
2021,Army,FBS Independents,kickReturnTDs,0
2021,Nevada,Mountain West,rushingAttempts,337
2021,North Texas,Conference USA,penaltyYards,889
2021,Louisville,ACC,interceptions,6
2021,Utah State,Mountain West,puntReturnYards,121
2021,Central Michigan,Mid-American,puntReturnYards,290
2021,Louisiana Monroe,Sun Belt,firstDowns,223
2021,Miami,ACC,rushingAttempts,415
2021,Texas Tech,Big 12,rushingTDs,30
2021,Vanderbilt,SEC,totalYards,3754
2021,Eastern Michigan,Mid-American,puntReturnYards,114
2021,Mississippi State,SEC,tacklesForLoss,70
2021,Coastal Carolina,Sun Belt,penaltyYards,666
2021,Clemson,ACC,penaltyYards,657
2021,Notre Dame,FBS Independents,interceptionYards,300
2021,Arkansas State,Sun Belt,possessionTime,20968
2021,Bowling Green,Mid-American,possessionTime,21353
2021,Iowa State,Big 12,passCompletions,313
2021,Arizona,Pac-12,games,12
2021,Nebraska,Big Ten,penalties,63
2021,Memphis,American Athletic,thirdDowns,175
2021,Marshall,Conference USA,netPassingYards,3827
2021,Ohio,Mid-American,kickReturns,50
2021,UCLA,Pac-12,turnovers,14
2021,Wisconsin,Big Ten,fumblesLost,10
2021,Wisconsin,Big Ten,puntReturnTDs,0
2021,UCF,American Athletic,thirdDownConversions,65
2021,Colorado State,Mountain West,kickReturnTDs,0
2021,Oklahoma State,Big 12,passCompletions,274
2021,Florida Atlantic,Conference USA,fumblesLost,11
2021,UMass,FBS Independents,puntReturnTDs,0
2021,Maryland,Big Ten,kickReturnTDs,0
2021,Oklahoma State,Big 12,kickReturns,22
2021,UT San Antonio,Conference USA,netPassingYards,3577
2021,UAB,Conference USA,rushingTDs,27
2021,Buffalo,Mid-American,thirdDownConversions,87
2021,South Alabama,Sun Belt,thirdDowns,176
2021,Army,FBS Independents,games,13
2021,USC,Pac-12,possessionTime,22656
2021,Miami (OH),Mid-American,kickReturnYards,395
2021,Middle Tennessee,Conference USA,firstDowns,258
2021,UNLV,Mountain West,rushingYards,1317
2021,Michigan State,Big Ten,passAttempts,400
2021,Tulane,American Athletic,rushingAttempts,447
2021,Navy,American Athletic,firstDowns,200
2021,UCF,American Athletic,firstDowns,259
2021,Oklahoma State,Big 12,sacks,57
2021,Georgia State,Sun Belt,kickReturnYards,133
2021,Middle Tennessee,Conference USA,games,13
2021,Georgia Tech,ACC,puntReturnYards,65
2021,Mississippi State,SEC,passCompletions,518
2021,Mississippi State,SEC,kickReturnTDs,1
2021,Pittsburgh,ACC,possessionTime,25980
2021,Middle Tennessee,Conference USA,passCompletions,296
2021,UAB,Conference USA,passCompletions,182
2021,Nebraska,Big Ten,interceptionTDs,0
2021,South Carolina,SEC,fumblesLost,13
2021,Notre Dame,FBS Independents,puntReturnYards,164
2021,Vanderbilt,SEC,interceptions,14
2021,Notre Dame,FBS Independents,puntReturnTDs,0
2021,Indiana,Big Ten,interceptionTDs,0
2021,UCF,American Athletic,penalties,80
2021,Minnesota,Big Ten,rushingYards,2575
2021,LSU,SEC,passAttempts,443
2021,Auburn,SEC,passAttempts,455
2021,Temple,American Athletic,thirdDownConversions,43
2021,Texas,Big 12,games,12
2021,New Mexico State,FBS Independents,passAttempts,518
2021,UAB,Conference USA,thirdDownConversions,69
2021,Louisiana Tech,Conference USA,kickReturnYards,750
2021,Colorado State,Mountain West,games,12
2021,Florida Atlantic,Conference USA,interceptionYards,169
2021,UMass,FBS Independents,penaltyYards,714
2021,Colorado State,Mountain West,interceptionYards,106
2021,LSU,SEC,rushingAttempts,445
2021,Vanderbilt,SEC,passingTDs,13
2021,Middle Tennessee,Conference USA,rushingYards,1608
2021,Liberty,FBS Independents,thirdDowns,162
2021,Texas,Big 12,kickReturns,28
2021,Tennessee,SEC,rushingTDs,30
2021,UCLA,Pac-12,sacks,27
2021,Miami,ACC,fumblesRecovered,3
2021,Iowa,Big Ten,penaltyYards,505
2021,Miami,ACC,kickReturnYards,306
2021,Washington,Pac-12,rushingTDs,16
2021,Louisville,ACC,penalties,80
2021,Temple,American Athletic,passesIntercepted,6
2021,Mississippi State,SEC,netPassingYards,4918
2021,South Florida,American Athletic,passingTDs,6
2021,East Carolina,American Athletic,totalYards,5198
2021,Rice,Conference USA,puntReturnYards,102
2021,Michigan,Big Ten,thirdDownConversions,87
2021,Illinois,Big Ten,kickReturns,12
2021,Minnesota,Big Ten,puntReturnYards,136
2021,Virginia Tech,ACC,passingTDs,17
2021,Rutgers,Big Ten,puntReturnYards,255
2021,Northern Illinois,Mid-American,fourthDownConversions,26
2021,Notre Dame,FBS Independents,netPassingYards,3672
2021,Liberty,FBS Independents,passesIntercepted,9
2021,NC State,ACC,puntReturnYards,188
2021,Louisiana,Sun Belt,puntReturnYards,159
2021,Tulsa,American Athletic,turnovers,24
2021,Marshall,Conference USA,fumblesLost,10
2021,Louisville,ACC,games,13
2021,West Virginia,Big 12,thirdDownConversions,74
2021,Bowling Green,Mid-American,penalties,96
2021,Rutgers,Big Ten,kickReturns,39
2021,Coastal Carolina,Sun Belt,passAttempts,322
2021,Charlotte,Conference USA,turnovers,20
2021,Texas Tech,Big 12,puntReturnTDs,0
2021,UMass,FBS Independents,fumblesLost,9
2021,LSU,SEC,fourthDownConversions,20
2021,Indiana,Big Ten,netPassingYards,2106
2021,Ole Miss,SEC,kickReturns,22
2021,Ohio,Mid-American,kickReturnYards,794
2021,Oklahoma,Big 12,games,13
2021,Nebraska,Big Ten,totalYards,5371
2021,Kent State,Mid-American,fourthDownConversions,13
2021,USC,Pac-12,kickReturnTDs,0
2021,Florida Atlantic,Conference USA,fourthDowns,23
2021,Charlotte,Conference USA,passCompletions,247
2021,South Alabama,Sun Belt,fumblesLost,9
2021,Baylor,Big 12,passesIntercepted,19
2021,Syracuse,ACC,interceptionTDs,0
2021,Appalachian State,Sun Belt,fumblesLost,14
2021,Marshall,Conference USA,thirdDowns,169
2021,Ole Miss,SEC,passesIntercepted,11
2021,Utah,Pac-12,penaltyYards,623
2021,UCLA,Pac-12,interceptionTDs,0
2021,Wyoming,Mountain West,interceptionYards,138
2021,Kentucky,SEC,interceptionTDs,3
2021,Syracuse,ACC,games,12
2021,Stanford,Pac-12,interceptionYards,84
2021,Purdue,Big Ten,kickReturnTDs,0
2021,Western Michigan,Mid-American,passCompletions,233
2021,Stanford,Pac-12,kickReturns,32
2021,Oregon State,Pac-12,firstDowns,299
2021,Syracuse,ACC,fumblesLost,6
2021,Louisiana,Sun Belt,rushingTDs,34
2021,Utah State,Mountain West,sacks,32
2021,Charlotte,Conference USA,rushingYards,1805
2021,West Virginia,Big 12,puntReturns,19
2021,North Texas,Conference USA,interceptionTDs,0
2021,Tulane,American Athletic,passingTDs,23
2021,Army,FBS Independents,tacklesForLoss,66
2021,UMass,FBS Independents,netPassingYards,1832
2021,Northwestern,Big Ten,interceptionTDs,0
2021,Ohio State,Big Ten,fourthDownConversions,11
2021,Navy,American Athletic,puntReturns,16
2021,LSU,SEC,penalties,56
2021,Colorado,Pac-12,thirdDowns,158
2021,Toledo,Mid-American,puntReturns,27
2021,Utah,Pac-12,kickReturnYards,413
2021,New Mexico State,FBS Independents,totalYards,4443
2021,Middle Tennessee,Conference USA,passingTDs,28
2021,Oklahoma State,Big 12,fumblesRecovered,12
2021,Fresno State,Mountain West,kickReturnYards,504
2021,Arkansas State,Sun Belt,fumblesRecovered,5
2021,Alabama,SEC,tacklesForLoss,119
2021,Georgia State,Sun Belt,passesIntercepted,11
2021,Washington State,Pac-12,passingTDs,26
2021,Buffalo,Mid-American,fumblesLost,8
