fumblesRecovered,rushingTDs,puntReturnYards,puntReturnTDs,puntReturns,passingTDs,kickReturnYards,kickReturnTDs,kickReturns,kickingPoints,interceptionYards,interceptionTDs,passesIntercepted,firstDowns,thirdDownEff,fourthDownEff,totalYards,netPassingYards,completionAttempts,yardsPerPass,rushingYards,rushingAttempts,yardsPerRushAttempt,totalPenaltiesYards,turnovers,fumblesLost,interceptions,possessionTime,team,home_away,points,game_id,season,week,season_type
0,4,30,0,3,4,46,0,2,13,43,0,1,28,10-15,2-2,606,384,31-38,10.1,222,41,5.4,1-10,1,1,0,37:56,Florida,home,61,400603830,2015,1,regular
1,1,,,,1,22,0,1,1,,,,8,1-12,2-3,200,136,15-29,4.7,64,22,2.9,1-9,1,0,1,22:04,New Mexico State,away,13,400603830,2015,1,regular
1,2,0,0,1,3,17,0,1,9,54,1,2,23,5-10,0-0,489,284,20-25,11.4,205,38,5.4,10-92,1,1,0,29:23,Ohio,away,45,400787302,2015,1,regular
1,2,-1,0,1,1,157,0,8,8,,,,25,4-14,4-5,397,297,36-48,6.2,100,28,3.6,3-30,3,1,2,30:37,Idaho,home,28,400787302,2015,1,regular
0,0,3,0,2,0,125,0,6,3,,,,8,2-14,0-0,163,103,8-23,4.5,60,29,2.1,4-50,0,0,0,20:50,Texas,away,3,400763403,2015,1,regular
0,2,-1,0,4,3,10,0,1,8,,,,30,8-14,0-0,527,313,19-23,13.6,214,52,4.1,6-39,0,0,0,39:10,Notre Dame,home,38,400763403,2015,1,regular
0,0,,,,2,62,0,4,2,,,,12,5-14,0-0,251,206,23-29,7.1,45,26,1.7,5-30,1,0,1,26:40,Louisiana Monroe,away,14,400603831,2015,1,regular
0,4,37,0,3,3,61,0,3,7,26,0,1,19,5-9,0-0,435,192,10-14,13.7,243,38,6.4,4-30,0,0,0,23:26,Georgia,home,51,400603831,2015,1,regular
0,1,23,0,2,2,52,0,4,12,,,,24,4-18,3-3,557,433,29-51,8.5,124,34,3.6,12-128,1,1,0,26:09,Bowling Green,away,30,400834350,2015,1,regular
1,6,102,0,3,2,86,0,2,11,,,,29,9-16,0-0,604,205,15-23,8.9,399,64,6.2,4-40,0,0,0,33:51,Tennessee,home,59,400834350,2015,1,regular
0,0,-1,0,1,1,,,,7,,,,20,5-13,0-2,440,232,19-31,7.5,208,33,6.3,6-30,3,0,3,24:22,North Carolina,away,13,400603840,2015,1,regular
0,1,,,,1,24,0,1,5,2,0,3,22,7-15,1-2,394,140,12-27,5.2,254,47,5.4,8-60,0,0,0,35:38,South Carolina,home,17,400603840,2015,1,regular
0,4,-2,0,2,0,77,0,4,5,1,0,1,27,7-19,3-4,479,232,26-41,5.7,247,47,5.3,7-70,4,2,2,37:05,Louisiana,away,33,400603832,2015,1,regular
2,2,16,0,1,3,127,0,4,10,0,0,2,18,5-14,1-1,435,257,16-34,7.6,178,26,6.8,4-54,1,0,1,22:55,Kentucky,home,40,400603832,2015,1,regular
1,1,,,,1,45,0,2,2,0,0,2,11,2-12,0-0,246,209,19-30,7.0,37,23,1.6,9-70,0,0,0,23:21,Western Kentucky,away,14,400603839,2015,1,regular
0,0,12,0,3,1,61,0,3,6,,,,20,7-18,2-3,385,217,18-34,6.4,168,42,4.0,5-40,3,1,2,36:39,Vanderbilt,home,12,400603839,2015,1,regular
0,0,15,0,2,2,84,0,4,5,,,,17,6-14,0-0,268,228,26-39,5.8,40,21,1.9,5-50,1,0,1,28:55,Wisconsin,away,17,400603827,2015,1,regular
0,4,25,0,4,1,35,0,3,5,41,0,1,27,4-11,1-1,502,264,22-29,9.1,238,37,6.4,11-120,0,0,0,31:05,Alabama,home,35,400603827,2015,1,regular
0,0,8,0,1,0,90,0,5,3,0,0,1,13,2-17,1-1,290,174,16-29,6.0,116,39,3.0,6-43,1,0,1,36:09,UT Martin,away,3,400603835,2015,1,regular
0,5,80,0,6,5,40,0,2,10,93,1,1,28,4-9,2-2,662,324,19-28,11.6,338,36,9.4,3-30,1,0,1,23:51,Ole Miss,home,76,400603835,2015,1,regular
2,0,,,,1,166,0,7,10,,,,20,4-17,2-4,413,311,30-44,7.1,102,36,2.8,8-64,2,0,2,37:45,Southern Mississippi,home,16,400603836,2015,1,regular
0,1,6,0,2,2,91,1,3,10,22,0,2,19,8-14,0-0,442,237,22-38,6.2,205,28,7.3,6-60,2,2,0,22:15,Mississippi State,away,34,400603836,2015,1,regular
0,1,2,0,1,0,130,0,6,7,,,,13,7-14,0-2,204,146,14-19,7.7,58,34,1.7,2-15,3,2,1,30:41,UTEP,away,13,400603828,2015,1,regular
2,2,12,0,2,4,55,0,2,12,12,0,1,18,5-11,2-2,490,308,14-20,15.4,182,34,5.4,6-68,0,0,0,29:19,Arkansas,home,48,400603828,2015,1,regular
0,3,,,,0,,,,6,20,0,3,27,8-16,3-3,405,167,17-33,5.1,238,48,5.0,5-35,2,1,1,30:50,Louisville,away,24,400603829,2015,1,regular
1,2,-2,0,1,1,64,0,3,7,35,0,1,21,4-10,0-1,327,137,11-21,6.5,190,41,4.6,8-80,3,0,3,29:10,Auburn,home,31,400603829,2015,1,regular
2,1,5,0,1,0,105,0,5,1,,,,17,4-16,1-2,318,163,14-27,6.0,155,41,3.8,12-97,2,1,1,34:02,Presbyterian College,away,7,400787304,2015,1,regular
1,2,3,0,3,2,12,0,1,2,0,0,1,18,5-13,0-0,466,261,17-23,11.3,205,40,5.1,13-126,2,2,0,25:58,Miami (OH),home,26,400787304,2015,1,regular
1,2,83,0,4,5,25,0,1,10,43,0,3,19,3-13,2-2,342,208,14-29,7.2,134,36,3.7,8-80,1,0,1,28:39,Illinois,home,52,400835430,2015,1,regular
0,0,18,0,5,0,104,0,5,3,0,0,1,15,3-18,2-5,245,186,19-40,4.7,59,39,1.5,11-82,4,1,3,31:21,Kent State,away,3,400835430,2015,1,regular
1,2,32,0,5,3,43,0,2,11,,,,26,4-13,1-1,539,439,28-42,10.5,100,33,3.0,9-90,2,1,1,27:12,Oklahoma,home,41,400763404,2015,1,regular
1,0,0,0,1,0,28,0,2,3,0,0,1,10,4-19,0-0,226,88,6-26,3.4,138,44,3.1,9-62,1,1,0,32:48,Akron,away,3,400763404,2015,1,regular
0,3,,,,2,35,0,1,7,0,0,2,26,10-15,0-0,452,256,15-31,8.3,196,40,4.9,3-25,1,1,0,28:19,Michigan State,away,37,400763470,2015,1,regular
1,0,16,0,1,2,209,1,5,6,,,,22,8-18,2-2,383,365,33-50,7.3,18,23,0.8,8-77,2,0,2,31:41,Western Michigan,home,24,400763470,2015,1,regular
0,2,11,0,1,3,141,0,7,6,28,0,1,22,8-19,3-4,547,444,35-49,9.1,103,29,3.6,8-47,2,2,0,27:33,VMI,away,36,400787299,2015,1,regular
2,5,28,0,3,1,145,0,5,12,,,,33,10-17,1-1,567,338,34-53,6.4,229,42,5.5,6-55,1,0,1,32:27,Ball State,home,48,400787299,2015,1,regular
1,4,17,0,2,1,73,0,3,8,15,0,2,25,7-15,0-0,413,184,18-32,5.8,229,41,5.6,6-75,0,0,0,27:43,Old Dominion,away,38,400763588,2015,1,regular
0,2,,,,2,144,0,6,10,,,,27,8-15,1-2,444,188,22-36,5.2,256,47,5.4,7-78,3,1,2,32:17,Eastern Michigan,home,34,400763588,2015,1,regular
0,2,0,0,3,1,42,0,2,6,3,0,1,19,6-14,0-0,419,266,22-32,8.3,153,35,4.4,4-35,0,0,0,26:28,Oklahoma State,away,24,400763399,2015,1,regular
0,1,,,,0,62,0,3,7,,,,18,8-18,0-0,343,265,29-42,6.3,78,28,2.8,6-30,1,0,1,33:32,Central Michigan,home,13,400763399,2015,1,regular
0,1,,,,2,93,0,6,12,,,,28,8-18,1-2,493,329,22-40,8.2,164,47,3.5,3-30,1,0,1,35:34,UNLV,away,30,400787115,2015,1,regular
0,3,13,0,1,2,118,0,5,8,0,0,1,24,6-13,0-2,545,360,21-26,13.8,185,42,4.4,7-55,0,0,0,24:26,Northern Illinois,home,38,400787115,2015,1,regular
0,1,,,,1,99,0,5,2,,,,13,7-14,0-0,269,128,13-25,5.1,141,35,4.0,5-56,3,1,2,28:44,Albany,away,14,400787303,2015,1,regular
1,4,109,1,3,2,43,0,2,9,11,0,2,24,5-14,3-3,467,255,22-29,8.8,212,43,4.9,7-56,0,0,0,31:16,Buffalo,home,51,400787303,2015,1,regular
1,1,10,0,1,1,51,0,3,4,,,,17,4-17,3-5,300,168,26-42,4.0,132,33,4.0,1-5,1,1,0,27:59,Texas State,away,16,400756899,2015,1,regular
1,3,21,0,5,5,127,0,3,11,,,,30,8-12,0-0,636,370,25-32,11.6,266,41,6.5,5-35,1,1,0,32:01,Florida State,home,59,400756899,2015,1,regular
0,0,4,0,1,0,72,0,4,3,,,,8,3-13,0-0,91,84,12-29,2.9,7,20,0.3,5-41,1,0,1,23:23,Maine,away,3,400756897,2015,1,regular
0,2,35,0,4,1,31,0,2,6,1,0,1,21,9-18,1-1,359,155,14-25,6.2,204,49,4.2,5-35,0,0,0,36:37,Boston College,home,24,400756897,2015,1,regular
2,1,0,0,1,0,105,0,5,4,,,,9,4-16,0-1,213,90,6-18,5.0,123,45,2.7,4-46,0,0,0,31:17,Wofford,away,10,400756898,2015,1,regular
0,5,10,0,5,2,39,0,1,7,,,,27,9-15,2-2,533,311,30-37,8.4,222,43,5.2,6-55,2,2,0,28:43,Clemson,home,49,400756898,2015,1,regular
0,2,0,0,3,1,33,0,2,3,,,,13,1-9,0-0,305,184,14-21,8.8,121,25,4.8,5-54,2,1,1,18:26,Troy,away,21,400756901,2015,1,regular
1,5,33,0,1,2,52,0,2,7,0,0,1,30,5-13,3-4,450,199,22-26,7.7,251,58,4.3,1-15,0,0,0,41:34,NC State,home,49,400756901,2015,1,regular
0,0,,,,0,72,0,3,3,,,,6,1-13,0-0,151,100,15-28,3.6,51,19,2.7,10-77,0,0,0,21:08,Elon,away,3,400756896,2015,1,regular
0,2,40,0,5,3,8,0,1,11,,,,29,7-16,2-2,591,388,29-40,9.7,203,42,4.8,3-30,0,0,0,38:52,Wake Forest,home,41,400756896,2015,1,regular
1,3,13,0,2,3,,,,6,0,0,1,21,3-9,1-1,572,213,11-20,10.6,359,36,10.0,6-58,3,2,1,27:08,Ohio State,away,42,400756905,2015,1,regular
2,0,0,0,1,3,75,0,4,6,0,0,1,18,8-17,0-0,320,192,15-25,7.7,128,44,2.9,5-50,2,1,1,32:52,Virginia Tech,home,24,400756905,2015,1,regular
1,0,11,0,1,0,110,0,5,,,,,5,1-12,0-1,79,26,4-11,2.4,53,35,1.5,8-60,2,0,2,27:38,Bethune-Cookman,away,0,400756900,2015,1,regular
0,3,83,1,4,2,27,0,1,9,4,0,2,20,3-11,2-2,379,184,17-31,5.9,195,26,7.5,4-30,1,1,0,22:22,Miami,home,45,400756900,2015,1,regular
1,1,-2,0,1,0,52,0,3,0,,,,13,2-16,1-2,272,106,10-28,3.8,166,39,4.3,10-82,3,2,1,31:55,Alcorn State,away,6,400756895,2015,1,regular
2,9,44,0,4,1,21,0,2,9,0,0,1,26,3-6,1-1,553,77,4-5,15.4,476,52,9.2,0-0,1,1,0,28:05,Georgia Tech,home,69,400756895,2015,1,regular
0,1,28,0,3,3,16,0,1,10,0,0,1,25,7-13,0-0,503,351,28-37,9.5,152,34,4.5,7-75,0,0,0,25:46,UCLA,home,34,400756904,2015,1,regular
0,0,,,,1,25,0,2,10,,,,19,4-14,1-2,336,238,21-35,6.8,98,34,2.9,7-45,1,0,1,34:14,Virginia,away,16,400756904,2015,1,regular
2,0,8,0,1,1,40,0,3,1,,,,14,2-14,0-2,271,246,24-42,5.9,25,23,1.1,5-25,1,0,1,23:59,Tulane,home,7,400756894,2015,1,regular
0,1,29,0,2,2,95,1,1,13,0,0,1,29,10-19,1-2,530,324,29-44,7.4,206,49,4.2,8-78,2,2,0,36:01,Duke,away,37,400756894,2015,1,regular
1,4,12,0,2,0,122,0,6,9,14,0,1,17,7-13,0-0,445,322,15-23,14.0,123,37,3.3,11-70,1,1,0,29:08,Fordham,away,37,400760491,2015,1,regular
1,3,0,0,4,2,84,0,5,3,,,,21,6-11,0-2,389,133,7-16,8.3,256,42,6.1,3-26,2,1,1,30:52,Army,home,35,400760491,2015,1,regular
1,0,4,0,2,0,58,0,4,0,,,,16,8-18,0-2,266,205,18-30,6.8,61,36,1.7,2-11,1,1,0,30:45,South Dakota,away,0,400763402,2015,1,regular
1,2,52,0,3,1,100,1,1,10,,,,16,5-12,0-0,336,147,9-18,8.2,189,41,4.6,8-70,1,1,0,29:15,Kansas State,home,34,400763402,2015,1,regular
0,1,,,,2,144,0,6,3,32,0,1,22,7-15,1-2,369,166,16-24,6.9,203,54,3.8,5-40,2,0,2,37:52,SMU,home,21,400764855,2015,1,regular
0,2,5,0,1,6,24,0,1,8,37,0,2,27,4-10,2-3,723,423,17-32,13.2,300,37,8.1,13-105,1,0,1,22:08,Baylor,away,56,400764855,2015,1,regular
2,0,0,0,3,1,43,0,4,1,,,,16,3-16,0-1,302,176,20-34,5.2,126,41,3.1,10-74,2,1,1,33:10,Northern Iowa,away,7,400763400,2015,1,regular
1,1,193,1,8,2,,,,7,24,0,1,15,3-13,0-0,310,233,21-29,8.0,77,32,2.4,5-48,2,2,0,26:50,Iowa State,home,31,400763400,2015,1,regular
0,5,-3,0,2,1,9,0,1,9,27,0,1,34,9-15,0-1,637,320,36-52,6.2,317,46,6.9,5-47,4,2,2,31:59,Sam Houston State,away,45,400763406,2015,1,regular
2,2,18,0,3,4,139,1,4,11,47,1,2,29,9-16,0-1,611,437,34-57,7.7,174,31,5.6,10-69,1,0,1,28:01,Texas Tech,home,59,400763406,2015,1,regular
1,2,2,0,1,3,42,0,2,11,53,0,1,25,5-14,2-2,463,293,17-33,8.9,170,39,4.4,3-25,0,0,0,29:56,South Dakota State,away,41,400763401,2015,1,regular
0,3,25,0,2,1,142,1,6,8,,,,29,7-16,4-5,576,291,25-40,7.3,285,51,5.6,7-75,2,1,1,30:04,Kansas,home,38,400763401,2015,1,regular
1,1,,,,1,20,0,1,5,5,0,1,18,4-15,1-2,341,197,19-35,5.6,144,39,3.7,7-60,2,2,0,25:10,Minnesota,home,17,400763398,2015,1,regular
2,1,13,0,3,1,57,0,3,11,,,,25,7-19,0-0,449,246,26-42,5.9,203,44,4.6,9-50,2,1,1,34:50,TCU,away,23,400763398,2015,1,regular
0,0,,,,0,96,0,5,,,,,14,5-16,0-4,224,29,2-13,2.2,195,57,3.4,1-15,5,1,4,34:07,Georgia Southern,away,0,400763407,2015,1,regular
1,3,,,,2,,,,14,0,0,4,21,3-12,1-2,544,359,16-26,13.8,185,40,4.6,5-37,0,0,0,25:53,West Virginia,home,44,400763407,2015,1,regular
0,0,11,0,3,0,72,0,3,3,2,0,1,10,4-18,0-0,191,56,12-22,2.5,135,42,3.2,10-103,1,1,0,31:53,Southeast Missouri State,away,3,400603834,2015,1,regular
1,0,72,1,6,3,19,0,1,10,,,,19,5-14,0-1,407,319,18-32,10.0,88,33,2.7,6-44,1,0,1,28:07,Missouri,home,34,400603834,2015,1,regular
1,1,21,0,3,1,82,0,5,5,9,0,2,19,5-18,0-2,291,199,25-41,4.9,92,41,2.2,6-45,2,2,0,31:31,Arizona State,away,17,400603838,2015,1,regular
2,2,82,1,2,2,36,0,2,8,,,,22,8-18,0-1,425,247,19-35,7.1,178,45,4.0,5-50,3,1,2,28:29,Texas A&M,home,38,400603838,2015,1,regular
0,0,,,,0,107,0,4,,6,0,1,2,1-11,0-0,64,60,10-20,3.0,4,20,0.2,4-40,4,3,1,18:18,Rhode Island,away,0,400756903,2015,1,regular
3,2,95,1,4,2,46,0,2,9,24,1,1,23,11-19,1-1,426,114,10-20,5.7,312,58,5.4,3-36,1,0,1,40:14,Syracuse,home,47,400756903,2015,1,regular
1,2,10,0,1,1,41,0,2,13,50,1,2,16,3-16,0-2,407,278,20-40,6.9,129,30,4.3,4-34,0,0,0,30:16,Youngstown State,away,37,400756902,2015,1,regular
0,4,1,0,1,1,220,1,7,9,,,,16,5-14,0-0,458,133,11-18,7.4,325,43,7.6,4-23,3,1,2,29:44,Pittsburgh,home,45,400756902,2015,1,regular
0,0,38,0,5,1,,,,3,0,0,1,9,1-18,0-1,163,111,17-34,3.3,52,30,1.7,12-85,0,0,0,29:48,Southern Utah,away,9,400787110,2015,1,regular
0,0,171,1,10,0,,,,4,,,,15,1-16,0-0,250,110,16-33,3.3,140,35,4.0,11-123,1,0,1,30:12,Utah State,home,12,400787110,2015,1,regular
1,0,93,1,2,0,22,0,2,7,1,0,1,11,4-14,0-0,179,150,20-35,4.3,29,22,1.3,5-32,1,0,1,25:38,Washington,away,13,400756888,2015,1,regular
0,2,2,0,1,0,21,0,1,4,7,0,1,21,8-18,1-2,337,152,17-27,5.6,185,53,3.5,7-66,2,1,1,34:22,Boise State,home,16,400756888,2015,1,regular
4,1,,,,0,80,0,6,7,0,0,1,11,3-18,2-3,183,100,10-23,4.3,83,49,1.7,8-78,2,1,1,36:45,Savannah State,away,13,400787112,2015,1,regular
1,2,48,0,4,6,100,0,2,11,29,0,1,33,6-9,0-1,598,381,27-36,10.6,217,33,6.6,6-62,5,4,1,23:15,Colorado State,home,65,400787112,2015,1,regular
0,3,3,0,4,0,,,,6,,,,23,9-17,0-1,429,153,13-23,6.7,276,54,5.1,6-56,0,0,0,37:14,North Dakota,away,24,400787116,2015,1,regular
0,0,29,0,2,2,68,0,3,1,,,,14,3-13,1-3,330,301,20-39,7.7,29,19,1.5,8-96,0,0,0,22:46,Wyoming,home,13,400787116,2015,1,regular
0,0,,,,0,122,0,6,,,,,8,4-14,1-1,74,48,6-16,3.0,26,40,0.6,9-50,3,2,1,32:40,Mississippi Valley State,away,0,400787114,2015,1,regular
2,8,17,0,3,0,32,0,1,12,32,1,1,26,5-10,2-3,511,172,12-19,9.1,339,52,6.5,6-55,0,0,0,27:20,New Mexico,home,66,400787114,2015,1,regular
0,1,,,,0,25,0,2,1,,,,12,7-16,0-0,195,142,13-25,5.7,53,34,1.6,9-55,2,1,1,30:08,Morgan State,away,7,400787111,2015,1,regular
1,5,83,1,2,2,,,,9,22,1,1,29,8-10,0-0,513,119,4-7,17.0,394,63,6.3,6-57,0,0,0,29:52,Air Force,home,63,400787111,2015,1,regular
1,1,,,,1,29,0,2,1,46,0,2,15,5-17,2-4,247,213,30-45,4.7,34,29,1.2,6-40,2,0,2,33:56,Abilene Christian,away,13,400799923,2015,1,regular
0,0,3,0,1,4,33,0,2,10,0,0,2,26,10-19,1-1,442,217,22-45,4.8,225,39,5.8,2-20,3,1,2,26:04,Fresno State,home,34,400799923,2015,1,regular
0,0,,,,0,115,0,6,3,0,0,1,13,4-16,0-0,188,109,13-27,4.0,79,38,2.1,4-30,6,1,5,34:39,San Diego,away,3,400791346,2015,1,regular
1,1,-1,0,1,0,97,1,1,13,79,2,5,15,6-14,0-0,305,139,11-23,6.0,166,36,4.6,8-58,1,0,1,25:21,San Diego State,home,37,400791346,2015,1,regular
0,2,,,,0,156,0,6,1,,,,10,4-13,0-0,186,60,10-25,2.4,126,26,4.8,1-2,0,0,0,19:24,New Hampshire,away,13,400787109,2015,1,regular
0,5,,,,1,19,0,2,7,,,,34,9-13,0-1,707,422,30-35,12.1,285,53,5.4,5-43,0,0,0,40:26,San José State,home,43,400787109,2015,1,regular
0,1,,,,1,72,0,3,5,,,,22,9-18,1-2,327,238,32-47,5.1,89,27,3.3,4-31,0,0,0,34:07,UC Davis,away,17,400787108,2015,1,regular
0,3,40,0,1,1,21,0,2,7,,,,22,6-10,0-1,395,163,13-23,7.1,232,39,5.9,6-50,0,0,0,25:53,Nevada,home,31,400787108,2015,1,regular
0,2,15,0,6,0,64,0,2,8,59,0,2,0,0-0,0-0,373,158,23-39,4.1,215,53,4.1,0-0,3,2,1,,Colorado,away,20,400787107,2015,1,regular
2,0,18,0,3,3,72,0,4,8,3,0,1,0,0-0,0-0,302,202,19-38,5.3,100,34,2.9,0-0,2,0,2,,Hawai'i,home,28,400787107,2015,1,regular
0,3,,,,0,45,0,2,3,0,0,1,12,2-12,1-1,276,220,18-30,7.3,56,27,2.1,1-10,0,0,0,29:05,Richmond,away,21,400763494,2015,1,regular
0,3,233,1,8,2,69,0,3,14,,,,24,7-12,0-0,479,138,12-22,6.3,341,45,7.6,5-39,1,0,1,30:55,Maryland,home,50,400763494,2015,1,regular
1,0,,,,2,86,0,6,1,,,,10,4-14,0-0,196,199,18-29,6.9,-3,23,-0.1,8-51,1,0,1,27:37,Norfolk State,away,13,400763496,2015,1,regular
0,4,13,0,2,4,117,1,3,9,5,0,1,26,5-9,2-3,539,248,13-15,16.5,291,47,6.2,9-60,1,1,0,32:23,Rutgers,home,63,400763496,2015,1,regular
0,2,14,0,1,0,,,,6,65,1,3,20,3-13,2-3,337,210,24-33,6.4,127,37,3.4,6-55,1,0,1,29:19,Utah,home,24,400756883,2015,1,regular
0,0,,,,2,36,0,1,10,17,0,1,20,6-16,1-2,355,279,27-43,6.5,76,29,2.6,3-25,3,0,3,30:41,Michigan,away,17,400756883,2015,1,regular
0,3,52,0,5,0,36,0,2,9,26,0,1,15,7-17,0-1,317,168,16-21,8.0,149,43,3.5,5-35,1,1,0,36:15,Temple,home,27,400763497,2015,1,regular
1,1,33,0,4,0,128,0,5,4,,,,9,2-13,0-1,183,103,11-25,4.1,80,28,2.9,6-42,1,0,1,23:45,Penn State,away,10,400763497,2015,1,regular
0,1,18,1,1,4,43,0,2,9,,,,26,11-17,0-0,659,411,24-32,12.8,248,46,5.4,6-68,2,2,0,30:32,Southern Illinois,away,47,400763472,2015,1,regular
2,5,19,0,3,1,113,0,6,12,,,,23,5-13,1-1,595,349,19-32,10.9,246,42,5.9,6-43,0,0,0,29:28,Indiana,home,48,400763472,2015,1,regular
1,2,11,0,1,2,19,0,1,9,0,0,1,21,3-14,2-4,511,379,28-46,8.2,132,26,5.1,4-30,1,0,1,27:07,BYU,away,33,400763495,2015,1,regular
0,1,5,0,1,3,19,0,1,4,43,0,1,25,6-14,0-0,445,319,24-41,7.8,126,37,3.4,12-90,2,1,1,32:53,Nebraska,home,28,400763495,2015,1,regular
1,0,,,,2,44,0,2,2,,,,14,7-14,0-1,231,196,16-27,7.3,35,28,1.3,2-10,0,0,0,27:32,Illinois State,away,14,400763473,2015,1,regular
0,3,26,0,2,1,19,0,1,7,,,,22,6-12,2-3,431,221,16-25,8.8,210,44,4.8,5-51,1,1,0,32:28,Iowa,home,31,400763473,2015,1,regular
0,0,-8,0,2,0,90,0,4,6,,,,17,3-15,2-2,240,155,20-35,4.4,85,27,3.1,5-25,2,1,1,28:08,Stanford,away,6,400756891,2015,1,regular
1,1,7,0,1,0,19,0,1,10,17,0,1,17,12-22,1-1,330,105,12-25,4.2,225,54,4.2,5-57,0,0,0,31:52,Northwestern,home,16,400756891,2015,1,regular
0,1,33,0,3,2,69,0,3,11,117,2,4,20,4-12,0-0,397,234,23-36,6.5,163,29,5.6,6-57,3,2,1,25:13,Marshall,home,41,400763498,2015,1,regular
2,3,9,0,1,1,41,0,2,7,0,0,1,28,10-22,2-2,454,270,31-48,5.6,184,47,3.9,4-53,4,0,4,34:47,Purdue,away,31,400763498,2015,1,regular
1,0,14,0,1,2,151,0,6,4,10,0,1,13,2-12,0-0,285,199,10-22,9.0,86,37,2.3,4-50,2,1,1,29:06,Wagner,away,16,400763591,2015,1,regular
1,7,32,0,3,1,111,0,4,8,37,0,1,28,11-15,0-0,543,142,12-21,6.8,401,54,7.4,4-49,2,1,1,30:54,Rice,home,56,400763591,2015,1,regular
1,1,,,,5,105,0,5,6,,,,31,6-14,3-4,549,438,37-55,8.0,111,31,3.6,11-78,2,0,2,33:13,Eastern Washington,away,42,400756886,2015,1,regular
0,6,6,0,1,2,113,0,5,13,21,0,2,34,5-10,3-4,731,246,19-25,9.8,485,57,8.5,8-70,1,1,0,26:47,Oregon,home,61,400756886,2015,1,regular
1,1,7,0,1,1,229,0,11,2,1,0,2,11,3-15,0-1,297,170,11-30,5.7,127,33,3.8,8-61,5,1,4,25:58,Grambling,away,14,400756890,2015,1,regular
1,4,-4,0,2,4,29,0,2,13,22,2,4,31,6-12,2-2,656,471,34-49,9.6,185,39,4.7,3-36,3,1,2,34:54,California,home,73,400756890,2015,1,regular
0,0,4,0,1,0,156,0,9,1,8,1,1,9,0-13,0-1,178,120,19-36,3.3,58,18,3.2,7-75,1,0,1,24:35,Weber State,away,7,400756887,2015,1,regular
0,0,23,0,3,2,,,,14,0,0,1,22,6-17,0-1,391,110,12-22,5.0,281,56,5.0,7-67,1,0,1,35:25,Oregon State,home,26,400756887,2015,1,regular
0,1,,,,1,92,0,4,1,0,0,1,18,9-17,1-3,303,189,18-33,5.7,114,36,3.2,5-45,2,1,1,31:49,Villanova,away,15,400764854,2015,1,regular
1,1,,,,2,12,0,1,2,6,0,1,19,6-13,1-1,307,202,12-20,10.1,105,39,2.7,4-30,1,0,1,28:11,Connecticut,home,20,400764854,2015,1,regular
1,3,,,,0,81,0,4,6,0,0,1,19,6-12,1-1,294,61,7-12,5.1,233,48,4.9,5-61,0,0,0,29:48,Portland State,away,24,400756889,2015,1,regular
0,0,6,0,2,2,92,0,4,5,,,,21,4-16,7-8,411,307,28-45,6.8,104,30,3.5,5-32,2,1,1,30:12,Washington State,home,17,400756889,2015,1,regular
0,1,6,0,2,0,122,0,6,,,,,19,6-19,0-4,401,193,17-37,5.2,208,50,4.2,8-88,4,2,2,35:31,Arkansas State,away,6,400756884,2015,1,regular
2,3,38,0,3,4,25,0,2,7,52,0,2,22,3-10,0-1,509,324,23-32,10.1,185,32,5.8,3-25,0,0,0,24:29,USC,home,55,400756884,2015,1,regular
1,2,0,0,1,2,96,0,5,8,,,,29,8-19,2-3,525,332,25-45,7.4,193,50,3.9,10-114,2,1,1,35:09,UT San Antonio,away,32,400756882,2015,1,regular
1,0,,,,4,39,0,2,6,23,1,1,25,7-14,1-3,392,229,22-36,6.4,163,38,4.3,8-76,1,1,0,24:51,Arizona,home,42,400756882,2015,1,regular
1,0,,,,2,68,0,5,2,0,0,1,9,4-16,0-0,276,271,23-40,6.8,5,20,0.3,7-58,1,0,1,24:37,Jackson State,away,14,400763590,2015,1,regular
0,4,34,0,5,4,87,0,3,10,75,1,1,36,12-16,0-0,605,363,26-33,11.0,242,62,3.9,1-15,2,1,1,35:23,Middle Tennessee,home,70,400763590,2015,1,regular
0,4,0,0,1,2,26,0,2,11,,,,31,9-18,2-2,618,424,21-35,12.1,194,51,3.8,4-26,4,2,2,22:59,Tulsa,home,47,400763592,2015,1,regular
2,3,11,0,2,2,128,0,5,14,0,0,2,30,4-17,2-3,563,263,23-35,7.5,300,61,4.9,13-130,0,0,0,37:01,Florida Atlantic,away,44,400763592,2015,1,regular
1,0,15,0,2,2,100,0,4,2,,,,18,7-16,0-1,295,249,23-34,7.3,46,30,1.5,3-20,0,0,0,30:03,UCF,home,14,400763593,2015,1,regular
0,1,14,0,2,1,63,0,3,3,,,,17,8-15,0-0,391,260,28-37,7.0,131,31,4.2,7-45,1,1,0,29:57,Florida International,away,15,400763593,2015,1,regular
0,1,,,,0,164,0,8,1,0,0,2,17,4-15,0-1,281,187,19-36,5.2,94,32,2.9,9-45,3,1,2,27:56,Southern,away,15,400763589,2015,1,regular
1,2,40,1,2,5,93,0,3,14,44,0,2,21,3-10,1-1,587,380,21-29,13.1,207,32,6.5,3-35,2,0,2,28:29,Louisiana Tech,home,62,400763589,2015,1,regular
0,0,19,0,3,0,133,0,6,3,0,0,1,11,5-19,0-2,182,170,20-38,4.5,12,34,0.4,10-61,2,0,2,31:47,Florida A&M,away,3,400764861,2015,1,regular
